market_id
1007579
1058988
1060714
1073747
1073791
1075290
1075291
1090496
1097262
1097263
1098288
1105742
1105744
1107307
1107381
1107582
1107878
1108137
1117222
1122084
1126504
1130012
1130015
1130016
1163699
1168139
1168140
1168141
1168142
1193094
1194695
1250957
1294368
1298649
1302038
1316930
1321561
1321564
1321868
1323083
1333258
1365854
1365860
1365861
1366414
1373746
1388704
1394086
1397270
1397281
1403679
1439555
1469737
1535973
1553591
1633611
1731346
1734780
1795655
1796138
1808547
1808548
1811265
1811266
2006983
2071657
2105921
2118801
2118805
2126461
2126490
2154920
2159718
2166671
2166699
2170255
2176270
2243896
2243897
2244513
2252244
2252245
2264327
2264328
2299952
2299953
2299954
2299955
2307824
2307825
2318064
2371882
2373935
2374271
2382819
2412367
2413329
2413330
2421094
2479348
2589837
2602761
2639520
2646914
2646915
2646918
2646919
2646928
2658302
2658303
2663611
2686766
2686771
2696747
2730675
2730712
2737233
2747434
2749367
2757806
2771185
2774057
2822017
2846103
2846105
2849008
2849424
2853074
2896071
2896080
2910437
2910438
2911832
2926628
2941315
2941317
2952493
2955043
3091051
3096412
3096413
3096415
3102462
3102467
3120760
3120761
3128886
3128887
3128888
3240746
3247642
3310013
3324624
3324625
3348048
3383654
3399427
3399428
3399458
3414461
3501950
3506020
3506025
3506026
3700194
3700195
3700196
3702025
3702042
3702045
559652
559653
559654
559655
559658
559661
560317
561229
561230
561231
561234
561261
561974
561975
562793
562794
562802
562803
562828
562830
562831
565064
565065
566760
567688
567689
567690
601819
601825
601826
608368
609655
616902
616903
628940
628941
629030
629040
629720
630772
630773
630805
630806
630963
630964
637004
637011
637910
648383
656312
656313
663583
664045
665218
665224
665363
665374
665427
665474
665484
665513
665727
666667
666861
667086
668591
676739
676741
676742
676777
676784
676785
676792
676796
677273
677315
677356
677366
677396
677407
678686
678687
678747
678748
678749
678777
679018
679021
679030
680951
681144
682705
682706
682708
682710
687642
691340
691547
694027
694935
694936
694938
694939
694940
700395
700396
716942
789953
825091
897019
897843
908713
920210
920401
943824
943827
950852
950853
